id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
113295,M,Yorkshire Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
114017,F,North Region,Post Graduate Qualification,,35-55,0,60,N,Pass
114999,M,Yorkshire Region,HE Qualification,60-70%,35-55,0,60,N,Pass
116541,M,Wales,HE Qualification,0-10%,0-35,0,60,N,Pass
116692,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
118983,M,East Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Pass
123044,M,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
127582,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass
129955,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
132976,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass
134143,F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction
135335,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn
135400,F,South East Region,Lower Than A Level,90-100%,35-55,0,60,Y,Withdrawn
137873,M,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
141355,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,240,N,Pass
141377,M,South West Region,A Level or Equivalent,90-100%,0-35,0,345,N,Withdrawn
142326,F,North Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
144801,F,South Region,HE Qualification,80-90%,35-55,0,60,N,Pass
145130,M,South West Region,HE Qualification,60-70%,0-35,0,120,N,Pass
146188,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail
147756,M,North Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail
147793,F,North Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn
148993,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Withdrawn
151358,F,London Region,A Level or Equivalent,80-90%,0-35,0,150,N,Pass
155550,M,London Region,A Level or Equivalent,0-10%,35-55,0,420,N,Pass
155854,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
155984,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
157568,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
159954,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn
164259,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
167906,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
168936,F,West Midlands Region,Lower Than A Level,Oct-20,35-55,0,60,N,Pass
172112,M,Ireland,HE Qualification,,35-55,0,60,N,Pass
172797,F,Ireland,A Level or Equivalent,,35-55,0,60,N,Pass
174782,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass
175392,M,North Region,HE Qualification,,35-55,0,60,N,Pass
175932,M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,Pass
175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail
180753,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
181316,F,South West Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn
183096,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
183947,M,London Region,A Level or Equivalent,Oct-20,0-35,0,180,N,Pass
184271,M,South West Region,HE Qualification,80-90%,35-55,0,170,N,Pass
185439,M,London Region,HE Qualification,Oct-20,0-35,0,120,N,Fail
186149,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass
187100,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction
188278,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,120,N,Withdrawn
189879,M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
192183,F,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
195262,M,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
200860,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
202635,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
205350,M,South West Region,HE Qualification,80-90%,35-55,0,60,N,Pass
205719,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,Y,Fail
227499,F,London Region,A Level or Equivalent,Oct-20,35-55,0,60,N,Distinction
227517,M,Ireland,HE Qualification,,0-35,0,180,N,Fail
228082,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Pass
228222,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
229179,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
229361,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
231554,M,London Region,A Level or Equivalent,40-50%,0-35,0,240,N,Pass
235507,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,240,N,Withdrawn
236284,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Pass
238007,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass
240712,M,London Region,HE Qualification,80-90%,0-35,0,80,N,Pass
240884,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
241649,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass
241729,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Fail
242793,M,London Region,HE Qualification,20-30%,35-55,0,60,N,Pass
246834,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
248270,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass
255548,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Pass
256815,M,North Western Region,HE Qualification,Oct-20,0-35,0,120,N,Pass
258392,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
258894,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
260355,F,London Region,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn
262011,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
262934,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
268073,M,East Anglian Region,A Level or Equivalent,Oct-20,35-55,0,90,N,Fail
268733,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,180,N,Withdrawn
271251,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
277880,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
279572,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction
281022,F,Scotland,A Level or Equivalent,30-40%,0-35,0,150,N,Pass
281250,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail
281589,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,Fail
282821,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
286488,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
287548,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
290201,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
290757,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
291334,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction
292923,F,South East Region,A Level or Equivalent,90-100%,35-55,0,180,N,Withdrawn
293699,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
294570,M,South East Region,HE Qualification,90-100%,55<=,0,60,N,Pass
294594,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
295741,M,South East Region,A Level or Equivalent,40-50%,35-55,0,240,N,Fail
296332,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Distinction
298696,F,South East Region,HE Qualification,80-90%,0-35,0,60,N,Pass
300398,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
305152,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail
305386,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass
305539,F,Wales,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn
306107,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass
306466,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
306897,F,London Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Pass
307061,F,East Midlands Region,HE Qualification,Oct-20,0-35,0,60,N,Pass
307866,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
311917,M,South West Region,A Level or Equivalent,60-70%,55<=,0,120,N,Pass
312537,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Distinction
312782,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
318933,F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,Pass
319047,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
321942,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass
324002,M,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,Pass
324084,F,South West Region,A Level or Equivalent,Oct-20,35-55,0,60,N,Pass
324282,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
331358,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn
332789,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
333059,M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
333323,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass
334259,F,London Region,A Level or Equivalent,50-60%,0-35,0,150,N,Fail
334333,F,South West Region,A Level or Equivalent,0-10%,0-35,0,240,Y,Withdrawn
335764,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
336207,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
339972,M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
341872,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,Fail
342007,F,West Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn
342514,M,Scotland,Lower Than A Level,50-60%,55<=,0,60,N,Pass
342972,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Pass
343446,M,Ireland,HE Qualification,70-80%,35-55,0,120,N,Pass
344282,M,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Fail
345068,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,180,Y,Pass
345357,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction
346025,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass
346843,F,Scotland,HE Qualification,50-60%,35-55,0,120,N,Fail
350188,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass
354858,M,South Region,HE Qualification,90-100%,35-55,0,120,N,Withdrawn
357668,M,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Fail
364177,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail
365244,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass
365642,M,East Anglian Region,Lower Than A Level,Oct-20,35-55,0,60,N,Pass
366483,M,South West Region,HE Qualification,40-50%,0-35,0,60,N,Pass
368194,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Pass
368824,M,Wales,HE Qualification,50-60%,35-55,0,120,N,Fail
368963,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,Pass
376439,M,North Region,HE Qualification,,0-35,0,60,N,Distinction
376581,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
380953,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
383254,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
386924,M,Ireland,Lower Than A Level,,0-35,0,120,N,Pass
386952,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
388722,F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
388885,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
390890,M,Scotland,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn
392756,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail
392931,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass
393207,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
396872,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,180,N,Pass
398552,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,240,N,Fail
401869,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
402470,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
404804,M,Wales,Lower Than A Level,20-30%,35-55,0,120,N,Pass
405088,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
405961,M,Scotland,A Level or Equivalent,90-100%,0-35,0,240,Y,Withdrawn
414117,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass
415969,M,West Midlands Region,HE Qualification,0-10%,35-55,0,90,N,Withdrawn
420087,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail
429958,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
441018,F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass
441888,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
442442,M,South West Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn
444677,M,London Region,HE Qualification,30-40%,0-35,0,60,N,Distinction
470588,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn
489455,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
494424,F,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail
495284,M,South East Region,HE Qualification,80-90%,0-35,0,120,N,Pass
498857,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass
508818,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass
512460,M,South East Region,HE Qualification,90-100%,0-35,0,120,N,Pass
544103,M,North Western Region,HE Qualification,40-50%,0-35,0,120,N,Pass
550383,M,South East Region,HE Qualification,60-70%,0-35,0,60,N,Pass
564450,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,Fail
568601,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Withdrawn
572652,M,West Midlands Region,HE Qualification,70-80%,0-35,0,120,N,Pass
580389,M,Ireland,HE Qualification,90-100%,0-35,0,120,N,Pass
581129,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail
588775,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
591774,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass
603861,M,North Region,HE Qualification,,55<=,0,60,N,Withdrawn
606143,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Fail
704156,M,South Region,HE Qualification,90-100%,55<=,0,120,N,Pass
705379,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,N,Distinction
721259,F,South Region,Lower Than A Level,50-60%,55<=,0,120,N,Withdrawn
749412,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,Pass
760729,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,Distinction
905042,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
949618,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
958987,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,Pass
968578,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
969076,M,South West Region,A Level or Equivalent,80-90%,35-55,0,180,N,Withdrawn
971027,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass
978739,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass
1035023,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass
1105478,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,Pass
1352868,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn
1401935,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail
1402638,F,East Midlands Region,HE Qualification,30-40%,35-55,0,60,N,Pass
1414443,F,Yorkshire Region,A Level or Equivalent,Oct-20,35-55,0,120,N,Fail
1456619,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn
1465690,M,West Midlands Region,HE Qualification,40-50%,35-55,0,120,N,Pass
1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail
1488959,M,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
1518989,F,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
1618738,M,London Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass
1620151,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Fail
1626710,M,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction
1640609,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
1686521,F,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn
1729319,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass
1746134,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
1758449,M,South Region,Lower Than A Level,30-40%,35-55,0,75,N,Withdrawn
1763015,F,Scotland,A Level or Equivalent,Oct-20,35-55,0,60,N,Withdrawn
1765788,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,Pass
1801229,M,Ireland,HE Qualification,,35-55,0,60,N,Pass
1801641,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
1847830,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass
1860318,M,South West Region,Lower Than A Level,40-50%,35-55,0,300,Y,Pass
1889511,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
1889577,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,Y,Pass
1894188,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
1938355,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
1942396,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,Y,Pass
1970390,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
1976139,M,Ireland,Lower Than A Level,50-60%,35-55,0,120,N,Pass
2011876,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass
2012966,M,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass
2051699,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
2062879,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
2065691,M,London Region,A Level or Equivalent,30-40%,35-55,0,330,Y,Withdrawn
2073016,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
2080474,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
2083877,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass
2084066,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail
2104505,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass
2122180,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction
2139353,M,London Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn
2143752,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
2146792,M,North Western Region,HE Qualification,20-30%,55<=,0,60,N,Pass
2149225,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,Y,Withdrawn
2153153,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
2155014,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,Y,Pass
2164705,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail
2171627,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
2182846,F,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
2194100,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
2197016,F,North Western Region,HE Qualification,30-40%,35-55,0,60,N,Pass
2208424,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
2229865,F,West Midlands Region,A Level or Equivalent,Oct-20,35-55,0,60,N,Pass
2255601,F,South Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn
2268379,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
2278464,M,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass
2293923,M,South Region,A Level or Equivalent,90-100%,0-35,0,150,N,Pass
2312620,F,East Midlands Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn
2318055,M,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn
2324976,F,Scotland,HE Qualification,90-100%,35-55,0,60,N,Withdrawn
2329342,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,Pass
2339528,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction
2342426,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail
2344901,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail
2358969,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,180,N,Withdrawn
2364471,F,Scotland,HE Qualification,90-100%,0-35,0,60,Y,Pass
2365101,M,South East Region,HE Qualification,20-30%,0-35,0,300,N,Withdrawn
2367155,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass
2369266,F,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
2376496,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
2391984,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail
2411778,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Withdrawn
2412002,M,South West Region,Lower Than A Level,50-60%,35-55,0,90,N,Distinction
2412967,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
2429854,M,London Region,A Level or Equivalent,Oct-20,35-55,0,120,Y,Withdrawn
2437837,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
2449878,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
2456480,M,Scotland,Lower Than A Level,80-90%,35-55,0,120,N,Fail
2457256,M,South Region,Lower Than A Level,80-90%,35-55,0,180,N,Pass
2458355,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
2460080,M,Scotland,HE Qualification,90-100%,55<=,0,60,N,Pass
2461190,M,South Region,HE Qualification,70-80%,55<=,0,60,N,Fail
2469673,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail
2470694,F,Scotland,HE Qualification,50-60%,55<=,0,60,N,Withdrawn
2479954,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
2481901,M,Wales,Lower Than A Level,80-90%,35-55,0,60,N,Pass
2482700,M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass
2486127,F,East Anglian Region,HE Qualification,90-100%,0-35,0,120,N,Pass
2498700,F,North Western Region,Lower Than A Level,40-50%,0-35,0,240,N,Pass
2516503,M,South East Region,HE Qualification,40-50%,35-55,0,60,N,Pass
2518069,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
2521459,F,London Region,Lower Than A Level,Oct-20,0-35,0,60,N,Pass
2523736,M,North Western Region,A Level or Equivalent,20-30%,55<=,0,120,N,Pass
2529279,F,North Western Region,HE Qualification,60-70%,35-55,0,60,N,Pass
2532302,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
2536991,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Distinction
2542724,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
2550279,F,North Region,HE Qualification,,35-55,0,60,N,Pass
2551220,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
2552472,F,South Region,HE Qualification,80-90%,35-55,0,120,N,Withdrawn
2555340,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass
2557283,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,Pass
2559575,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
2562034,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
2566163,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
2566592,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
2569324,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn
2574528,M,Ireland,HE Qualification,,35-55,0,60,N,Pass
